Called number,type coverage,method name,coverage each time run,number of called Z3
1,BRANCH,mulsub,100.0,1
2,BRANCH,mulsub,100.0,1
3,BRANCH,mulsub,100.0,1
4,BRANCH,mulsub,100.0,1
5,BRANCH,mulsub,100.0,1
6,BRANCH,mulsub,100.0,1
7,BRANCH,mulsub,100.0,1
8,BRANCH,mulsub,100.0,1
9,BRANCH,mulsub,100.0,1
10,BRANCH,mulsub,100.0,1
1,BRANCH,mulsubBorrow,100.0,1
2,BRANCH,mulsubBorrow,100.0,1
3,BRANCH,mulsubBorrow,100.0,1
4,BRANCH,mulsubBorrow,100.0,1
5,BRANCH,mulsubBorrow,100.0,1
6,BRANCH,mulsubBorrow,100.0,1
7,BRANCH,mulsubBorrow,100.0,1
8,BRANCH,mulsubBorrow,100.0,1
9,BRANCH,mulsubBorrow,100.0,1
10,BRANCH,mulsubBorrow,100.0,1
1,BRANCH,next,100.0,0
2,BRANCH,next,100.0,0
3,BRANCH,next,100.0,0
4,BRANCH,next,100.0,0
5,BRANCH,next,100.0,0
6,BRANCH,next,100.0,0
7,BRANCH,next,100.0,0
8,BRANCH,next,100.0,0
9,BRANCH,next,100.0,0
10,BRANCH,next,100.0,0
1,BRANCH,numberOfLeadingZeros,100.0,4
2,BRANCH,numberOfLeadingZeros,100.0,4
3,BRANCH,numberOfLeadingZeros,100.0,4
4,BRANCH,numberOfLeadingZeros,100.0,4
5,BRANCH,numberOfLeadingZeros,100.0,4
6,BRANCH,numberOfLeadingZeros,100.0,4
7,BRANCH,numberOfLeadingZeros,100.0,4
8,BRANCH,numberOfLeadingZeros,100.0,4
9,BRANCH,numberOfLeadingZeros,100.0,4
10,BRANCH,numberOfLeadingZeros,100.0,4
1,BRANCH,numberOfTrailingZeros,100.0,5
2,BRANCH,numberOfTrailingZeros,100.0,5
3,BRANCH,numberOfTrailingZeros,100.0,5
4,BRANCH,numberOfTrailingZeros,100.0,5
5,BRANCH,numberOfTrailingZeros,100.0,5
6,BRANCH,numberOfTrailingZeros,100.0,5
7,BRANCH,numberOfTrailingZeros,100.0,5
8,BRANCH,numberOfTrailingZeros,100.0,5
9,BRANCH,numberOfTrailingZeros,100.0,5
10,BRANCH,numberOfTrailingZeros,100.0,5
1,BRANCH,pow,100.0,2
2,BRANCH,pow,100.0,2
3,BRANCH,pow,100.0,2
4,BRANCH,pow,100.0,2
5,BRANCH,pow,100.0,2
6,BRANCH,pow,100.0,2
7,BRANCH,pow,100.0,2
8,BRANCH,pow,100.0,2
9,BRANCH,pow,100.0,2
10,BRANCH,pow,100.0,2
1,BRANCH,random,83.33333333333333,5
2,BRANCH,random,83.33333333333333,5
3,BRANCH,random,83.33333333333333,5
4,BRANCH,random,83.33333333333333,5
5,BRANCH,random,83.33333333333333,5
6,BRANCH,random,83.33333333333333,5
7,BRANCH,random,83.33333333333333,5
8,BRANCH,random,83.33333333333333,5
9,BRANCH,random,83.33333333333333,5
10,BRANCH,random,83.33333333333333,5
1,BRANCH,readBits,100.0,3
2,BRANCH,readBits,100.0,3
3,BRANCH,readBits,100.0,3
4,BRANCH,readBits,100.0,3
5,BRANCH,readBits,100.0,3
6,BRANCH,readBits,100.0,3
7,BRANCH,readBits,100.0,3
8,BRANCH,readBits,100.0,3
9,BRANCH,readBits,100.0,3
10,BRANCH,readBits,100.0,3
1,BRANCH,saturatedAdd,100.0,1
2,BRANCH,saturatedAdd,100.0,1
3,BRANCH,saturatedAdd,100.0,1
4,BRANCH,saturatedAdd,100.0,1
5,BRANCH,saturatedAdd,100.0,1
6,BRANCH,saturatedAdd,100.0,1
7,BRANCH,saturatedAdd,100.0,1
8,BRANCH,saturatedAdd,100.0,1
9,BRANCH,saturatedAdd,100.0,1
10,BRANCH,saturatedAdd,100.0,1
1,BRANCH,saturatedMultiply,83.33333333333333,3
2,BRANCH,saturatedMultiply,83.33333333333333,3
3,BRANCH,saturatedMultiply,50.0,3
4,BRANCH,saturatedMultiply,83.33333333333333,3
5,BRANCH,saturatedMultiply,83.33333333333333,3
6,BRANCH,saturatedMultiply,83.33333333333333,3
7,BRANCH,saturatedMultiply,83.33333333333333,3
8,BRANCH,saturatedMultiply,50.0,3
9,BRANCH,saturatedMultiply,83.33333333333333,3
10,BRANCH,saturatedMultiply,83.33333333333333,3
1,BRANCH,saturatedSubtract,100.0,1
2,BRANCH,saturatedSubtract,100.0,1
3,BRANCH,saturatedSubtract,100.0,1
4,BRANCH,saturatedSubtract,100.0,1
5,BRANCH,saturatedSubtract,100.0,1
6,BRANCH,saturatedSubtract,100.0,1
7,BRANCH,saturatedSubtract,100.0,1
8,BRANCH,saturatedSubtract,100.0,1
9,BRANCH,saturatedSubtract,100.0,1
10,BRANCH,saturatedSubtract,100.0,1
1,BRANCH,set32x64Bits,100.0,0
2,BRANCH,set32x64Bits,100.0,0
3,BRANCH,set32x64Bits,100.0,0
4,BRANCH,set32x64Bits,100.0,0
5,BRANCH,set32x64Bits,100.0,0
6,BRANCH,set32x64Bits,100.0,0
7,BRANCH,set32x64Bits,100.0,0
8,BRANCH,set32x64Bits,100.0,0
9,BRANCH,set32x64Bits,100.0,0
10,BRANCH,set32x64Bits,100.0,0
1,BRANCH,slide,5.555555555555555,0
2,BRANCH,slide,5.555555555555555,0
3,BRANCH,slide,5.555555555555555,0
4,BRANCH,slide,5.555555555555555,0
5,BRANCH,slide,5.555555555555555,0
6,BRANCH,slide,5.555555555555555,0
7,BRANCH,slide,5.555555555555555,0
8,BRANCH,slide,5.555555555555555,0
9,BRANCH,slide,5.555555555555555,0
10,BRANCH,slide,5.555555555555555,0
1,BRANCH,stickyRound,100.0,1
2,BRANCH,stickyRound,100.0,1
3,BRANCH,stickyRound,100.0,1
4,BRANCH,stickyRound,100.0,1
5,BRANCH,stickyRound,100.0,1
6,BRANCH,stickyRound,100.0,1
7,BRANCH,stickyRound,100.0,1
8,BRANCH,stickyRound,100.0,1
9,BRANCH,stickyRound,100.0,1
10,BRANCH,stickyRound,100.0,1
1,BRANCH,subtractWithOverflowDefault,0.0,2
2,BRANCH,subtractWithOverflowDefault,0.0,2
3,BRANCH,subtractWithOverflowDefault,0.0,2
4,BRANCH,subtractWithOverflowDefault,0.0,2
5,BRANCH,subtractWithOverflowDefault,0.0,2
6,BRANCH,subtractWithOverflowDefault,0.0,2
7,BRANCH,subtractWithOverflowDefault,0.0,2
8,BRANCH,subtractWithOverflowDefault,0.0,2
9,BRANCH,subtractWithOverflowDefault,50.0,2
10,BRANCH,subtractWithOverflowDefault,0.0,2
1,BRANCH,tableSize,50.0,1
2,BRANCH,tableSize,50.0,1
3,BRANCH,tableSize,50.0,1
4,BRANCH,tableSize,50.0,1
5,BRANCH,tableSize,50.0,1
6,BRANCH,tableSize,50.0,1
7,BRANCH,tableSize,50.0,1
8,BRANCH,tableSize,50.0,1
9,BRANCH,tableSize,50.0,1
10,BRANCH,tableSize,50.0,1
1,BRANCH,toCompactValue,100.0,1
2,BRANCH,toCompactValue,100.0,1
3,BRANCH,toCompactValue,100.0,1
4,BRANCH,toCompactValue,100.0,1
5,BRANCH,toCompactValue,100.0,1
6,BRANCH,toCompactValue,100.0,1
7,BRANCH,toCompactValue,100.0,1
8,BRANCH,toCompactValue,100.0,1
9,BRANCH,toCompactValue,100.0,1
10,BRANCH,toCompactValue,100.0,1
1,MCDC,addWithOverflowDefault,0.0,2
2,MCDC,addWithOverflowDefault,0.0,2
3,MCDC,addWithOverflowDefault,0.0,2
4,MCDC,addWithOverflowDefault,0.0,2
5,MCDC,addWithOverflowDefault,0.0,2
6,MCDC,addWithOverflowDefault,0.0,2
7,MCDC,addWithOverflowDefault,100.0,1
8,MCDC,addWithOverflowDefault,50.0,1
9,MCDC,addWithOverflowDefault,0.0,2
10,MCDC,addWithOverflowDefault,0.0,2
1,MCDC,binaryGcd,100.0,3
2,MCDC,binaryGcd,100.0,3
3,MCDC,binaryGcd,100.0,3
4,MCDC,binaryGcd,100.0,3
5,MCDC,binaryGcd,100.0,3
6,MCDC,binaryGcd,100.0,3
7,MCDC,binaryGcd,100.0,3
8,MCDC,binaryGcd,100.0,3
9,MCDC,binaryGcd,100.0,3
10,MCDC,binaryGcd,100.0,3
1,MCDC,binarySearch,100.0,3
2,MCDC,binarySearch,100.0,2
3,MCDC,binarySearch,100.0,3
4,MCDC,binarySearch,100.0,3
5,MCDC,binarySearch,100.0,3
6,MCDC,binarySearch,100.0,2
7,MCDC,binarySearch,100.0,2
8,MCDC,binarySearch,100.0,3
9,MCDC,binarySearch,100.0,3
10,MCDC,binarySearch,100.0,3
11,MCDC,binarySearch,100.0,3
12,MCDC,binarySearch,100.0,3
13,MCDC,binarySearch,100.0,2
14,MCDC,binarySearch,100.0,3
15,MCDC,binarySearch,100.0,2
16,MCDC,binarySearch,100.0,3
17,MCDC,binarySearch,100.0,3
18,MCDC,binarySearch,100.0,2
19,MCDC,binarySearch,100.0,3
20,MCDC,binarySearch,100.0,3
1,MCDC,computeUInt64SizeNoTag,100.0,5
2,MCDC,computeUInt64SizeNoTag,100.0,5
3,MCDC,computeUInt64SizeNoTag,100.0,5
4,MCDC,computeUInt64SizeNoTag,100.0,5
5,MCDC,computeUInt64SizeNoTag,100.0,5
6,MCDC,computeUInt64SizeNoTag,100.0,5
7,MCDC,computeUInt64SizeNoTag,100.0,5
8,MCDC,computeUInt64SizeNoTag,100.0,5
9,MCDC,computeUInt64SizeNoTag,100.0,5
10,MCDC,computeUInt64SizeNoTag,100.0,5
1,MCDC,countBits,100.0,29
2,MCDC,countBits,100.0,29
3,MCDC,countBits,100.0,29
4,MCDC,countBits,100.0,29
5,MCDC,countBits,100.0,29
6,MCDC,countBits,100.0,29
7,MCDC,countBits,100.0,29
8,MCDC,countBits,100.0,29
9,MCDC,countBits,100.0,29
10,MCDC,countBits,100.0,29
1,MCDC,divWord,66.66666666666667,3
2,MCDC,divWord,66.66666666666667,3
3,MCDC,divWord,66.66666666666667,3
4,MCDC,divWord,66.66666666666667,3
5,MCDC,divWord,66.66666666666667,3
6,MCDC,divWord,66.66666666666667,3
7,MCDC,divWord,66.66666666666667,3
8,MCDC,divWord,66.66666666666667,3
9,MCDC,divWord,66.66666666666667,3
10,MCDC,divWord,66.66666666666667,3
1,MCDC,divadd,100.0,1
2,MCDC,divadd,100.0,1
3,MCDC,divadd,100.0,1
4,MCDC,divadd,100.0,1
5,MCDC,divadd,100.0,1
6,MCDC,divadd,100.0,1
7,MCDC,divadd,100.0,1
8,MCDC,divadd,100.0,1
9,MCDC,divadd,100.0,1
10,MCDC,divadd,100.0,1
1,MCDC,encodeCopy,100.0,7
2,MCDC,encodeCopy,100.0,7
3,MCDC,encodeCopy,100.0,7
4,MCDC,encodeCopy,100.0,7
5,MCDC,encodeCopy,100.0,7
6,MCDC,encodeCopy,100.0,7
7,MCDC,encodeCopy,100.0,7
8,MCDC,encodeCopy,100.0,7
9,MCDC,encodeCopy,100.0,7
10,MCDC,encodeCopy,100.0,7
1,MCDC,expandedCapacity,100.0,5
2,MCDC,expandedCapacity,100.0,5
3,MCDC,expandedCapacity,100.0,5
4,MCDC,expandedCapacity,100.0,5
5,MCDC,expandedCapacity,100.0,5
6,MCDC,expandedCapacity,100.0,5
7,MCDC,expandedCapacity,100.0,5
8,MCDC,expandedCapacity,100.0,5
9,MCDC,expandedCapacity,100.0,5
10,MCDC,expandedCapacity,100.0,5
1,MCDC,findCodePoint,100.0,13
2,MCDC,findCodePoint,100.0,13
3,MCDC,findCodePoint,100.0,13
4,MCDC,findCodePoint,100.0,13
5,MCDC,findCodePoint,100.0,13
6,MCDC,findCodePoint,100.0,13
7,MCDC,findCodePoint,100.0,13
8,MCDC,findCodePoint,100.0,13
9,MCDC,findCodePoint,100.0,13
10,MCDC,findCodePoint,100.0,13
1,MCDC,gcd,100.0,5
2,MCDC,gcd,100.0,5
3,MCDC,gcd,100.0,5
4,MCDC,gcd,100.0,5
5,MCDC,gcd,100.0,5
6,MCDC,gcd,100.0,5
7,MCDC,gcd,100.0,5
8,MCDC,gcd,100.0,5
9,MCDC,gcd,100.0,5
10,MCDC,gcd,100.0,5
1,MCDC,getCases,100.0,10
2,MCDC,getCases,100.0,10
3,MCDC,getCases,100.0,10
4,MCDC,getCases,100.0,10
5,MCDC,getCases,100.0,10
6,MCDC,getCases,100.0,10
7,MCDC,getCases,100.0,10
8,MCDC,getCases,100.0,10
9,MCDC,getCases,100.0,10
10,MCDC,getCases,100.0,10
1,MCDC,getLengthBytes,100.0,4
2,MCDC,getLengthBytes,100.0,4
3,MCDC,getLengthBytes,100.0,4
4,MCDC,getLengthBytes,100.0,4
5,MCDC,getLengthBytes,100.0,4
6,MCDC,getLengthBytes,100.0,4
7,MCDC,getLengthBytes,100.0,4
8,MCDC,getLengthBytes,100.0,4
9,MCDC,getLengthBytes,100.0,4
10,MCDC,getLengthBytes,100.0,4
1,MCDC,getNumOfLenBytes,100.0,4
2,MCDC,getNumOfLenBytes,100.0,4
3,MCDC,getNumOfLenBytes,100.0,4
4,MCDC,getNumOfLenBytes,100.0,4
5,MCDC,getNumOfLenBytes,100.0,4
6,MCDC,getNumOfLenBytes,100.0,4
7,MCDC,getNumOfLenBytes,100.0,4
8,MCDC,getNumOfLenBytes,100.0,4
9,MCDC,getNumOfLenBytes,100.0,4
10,MCDC,getNumOfLenBytes,100.0,4
1,MCDC,getPairIndex,100.0,3
2,MCDC,getPairIndex,100.0,3
3,MCDC,getPairIndex,100.0,3
4,MCDC,getPairIndex,100.0,3
5,MCDC,getPairIndex,100.0,3
6,MCDC,getPairIndex,100.0,3
7,MCDC,getPairIndex,100.0,3
8,MCDC,getPairIndex,100.0,3
9,MCDC,getPairIndex,100.0,3
10,MCDC,getPairIndex,100.0,3
1,MCDC,getPrimaries,100.0,3
2,MCDC,getPrimaries,100.0,3
3,MCDC,getPrimaries,100.0,3
4,MCDC,getPrimaries,100.0,3
5,MCDC,getPrimaries,100.0,3
6,MCDC,getPrimaries,100.0,3
7,MCDC,getPrimaries,100.0,3
8,MCDC,getPrimaries,100.0,3
9,MCDC,getPrimaries,100.0,3
10,MCDC,getPrimaries,100.0,3
1,MCDC,getQuaternaries,100.0,6
2,MCDC,getQuaternaries,100.0,6
3,MCDC,getQuaternaries,100.0,6
4,MCDC,getQuaternaries,100.0,6
5,MCDC,getQuaternaries,100.0,6
6,MCDC,getQuaternaries,100.0,6
7,MCDC,getQuaternaries,100.0,6
8,MCDC,getQuaternaries,100.0,6
9,MCDC,getQuaternaries,100.0,6
10,MCDC,getQuaternaries,100.0,6
1,MCDC,getSecondariesFromOneShortCE,100.0,1
2,MCDC,getSecondariesFromOneShortCE,100.0,1
3,MCDC,getSecondariesFromOneShortCE,100.0,1
4,MCDC,getSecondariesFromOneShortCE,100.0,1
5,MCDC,getSecondariesFromOneShortCE,100.0,1
6,MCDC,getSecondariesFromOneShortCE,100.0,1
7,MCDC,getSecondariesFromOneShortCE,100.0,1
8,MCDC,getSecondariesFromOneShortCE,100.0,1
9,MCDC,getSecondariesFromOneShortCE,100.0,1
10,MCDC,getSecondariesFromOneShortCE,100.0,1
1,MCDC,getTertiaries,100.0,12
2,MCDC,getTertiaries,100.0,12
3,MCDC,getTertiaries,100.0,12
4,MCDC,getTertiaries,100.0,12
5,MCDC,getTertiaries,100.0,12
6,MCDC,getTertiaries,100.0,12
7,MCDC,getTertiaries,100.0,12
8,MCDC,getTertiaries,100.0,12
9,MCDC,getTertiaries,100.0,12
10,MCDC,getTertiaries,100.0,12
1,MCDC,highBit,100.0,5
2,MCDC,highBit,100.0,5
3,MCDC,highBit,100.0,5
4,MCDC,highBit,100.0,5
5,MCDC,highBit,100.0,5
6,MCDC,highBit,100.0,5
7,MCDC,highBit,100.0,5
8,MCDC,highBit,100.0,5
9,MCDC,highBit,100.0,5
10,MCDC,highBit,100.0,5
1,MCDC,isCompatibleBrand,100.0,3
2,MCDC,isCompatibleBrand,100.0,3
3,MCDC,isCompatibleBrand,100.0,3
4,MCDC,isCompatibleBrand,100.0,3
5,MCDC,isCompatibleBrand,100.0,3
6,MCDC,isCompatibleBrand,100.0,3
7,MCDC,isCompatibleBrand,100.0,3
8,MCDC,isCompatibleBrand,100.0,3
9,MCDC,isCompatibleBrand,100.0,3
10,MCDC,isCompatibleBrand,100.0,3
1,MCDC,lookup,100.0,5
2,MCDC,lookup,100.0,5
3,MCDC,lookup,100.0,5
4,MCDC,lookup,100.0,5
5,MCDC,lookup,100.0,5
6,MCDC,lookup,100.0,5
7,MCDC,lookup,100.0,5
8,MCDC,lookup,100.0,5
9,MCDC,lookup,100.0,5
10,MCDC,lookup,100.0,5
1,MCDC,mulsub,100.0,1
2,MCDC,mulsub,100.0,1
3,MCDC,mulsub,100.0,1
4,MCDC,mulsub,100.0,1
5,MCDC,mulsub,100.0,1
6,MCDC,mulsub,100.0,1
7,MCDC,mulsub,100.0,1
8,MCDC,mulsub,100.0,1
9,MCDC,mulsub,100.0,1
10,MCDC,mulsub,100.0,1
1,MCDC,mulsubBorrow,100.0,1
2,MCDC,mulsubBorrow,100.0,1
3,MCDC,mulsubBorrow,100.0,1
4,MCDC,mulsubBorrow,100.0,1
5,MCDC,mulsubBorrow,100.0,1
6,MCDC,mulsubBorrow,100.0,1
7,MCDC,mulsubBorrow,100.0,1
8,MCDC,mulsubBorrow,100.0,1
9,MCDC,mulsubBorrow,100.0,1
10,MCDC,mulsubBorrow,100.0,1
1,MCDC,next,100.0,0
2,MCDC,next,100.0,0
3,MCDC,next,100.0,0
4,MCDC,next,100.0,0
5,MCDC,next,100.0,0
6,MCDC,next,100.0,0
7,MCDC,next,100.0,0
8,MCDC,next,100.0,0
9,MCDC,next,100.0,0
10,MCDC,next,100.0,0
1,MCDC,numberOfLeadingZeros,100.0,4
2,MCDC,numberOfLeadingZeros,100.0,4
3,MCDC,numberOfLeadingZeros,100.0,4
4,MCDC,numberOfLeadingZeros,100.0,4
5,MCDC,numberOfLeadingZeros,100.0,4
6,MCDC,numberOfLeadingZeros,100.0,4
7,MCDC,numberOfLeadingZeros,100.0,4
8,MCDC,numberOfLeadingZeros,100.0,4
9,MCDC,numberOfLeadingZeros,100.0,4
10,MCDC,numberOfLeadingZeros,100.0,4
1,MCDC,numberOfTrailingZeros,100.0,5
2,MCDC,numberOfTrailingZeros,100.0,5
3,MCDC,numberOfTrailingZeros,100.0,5
4,MCDC,numberOfTrailingZeros,100.0,5
5,MCDC,numberOfTrailingZeros,100.0,5
6,MCDC,numberOfTrailingZeros,100.0,5
7,MCDC,numberOfTrailingZeros,100.0,5
8,MCDC,numberOfTrailingZeros,100.0,5
9,MCDC,numberOfTrailingZeros,100.0,5
10,MCDC,numberOfTrailingZeros,100.0,5
1,MCDC,pow,100.0,3
2,MCDC,pow,100.0,3
3,MCDC,pow,100.0,3
4,MCDC,pow,100.0,3
5,MCDC,pow,100.0,3
6,MCDC,pow,100.0,3
7,MCDC,pow,100.0,3
8,MCDC,pow,100.0,3
9,MCDC,pow,100.0,3
10,MCDC,pow,100.0,3
1,MCDC,random,83.33333333333333,5
2,MCDC,random,83.33333333333333,5
3,MCDC,random,83.33333333333333,5
4,MCDC,random,83.33333333333333,5
5,MCDC,random,83.33333333333333,5
6,MCDC,random,83.33333333333333,5
7,MCDC,random,83.33333333333333,5
8,MCDC,random,83.33333333333333,5
9,MCDC,random,83.33333333333333,5
10,MCDC,random,83.33333333333333,5
1,MCDC,readBits,100.0,3
2,MCDC,readBits,100.0,3
3,MCDC,readBits,100.0,3
4,MCDC,readBits,100.0,3
5,MCDC,readBits,100.0,3
6,MCDC,readBits,100.0,3
7,MCDC,readBits,100.0,3
8,MCDC,readBits,100.0,3
9,MCDC,readBits,100.0,3
10,MCDC,readBits,100.0,3
1,MCDC,saturatedAdd,100.0,1
2,MCDC,saturatedAdd,100.0,1
3,MCDC,saturatedAdd,100.0,1
4,MCDC,saturatedAdd,100.0,1
5,MCDC,saturatedAdd,100.0,1
6,MCDC,saturatedAdd,100.0,1
7,MCDC,saturatedAdd,100.0,1
8,MCDC,saturatedAdd,100.0,1
9,MCDC,saturatedAdd,100.0,1
10,MCDC,saturatedAdd,100.0,1
1,MCDC,saturatedMultiply,87.5,4
2,MCDC,saturatedMultiply,87.5,4
3,MCDC,saturatedMultiply,87.5,4
4,MCDC,saturatedMultiply,87.5,4
5,MCDC,saturatedMultiply,87.5,4
6,MCDC,saturatedMultiply,87.5,4
7,MCDC,saturatedMultiply,62.5,4
8,MCDC,saturatedMultiply,87.5,4
9,MCDC,saturatedMultiply,87.5,4
10,MCDC,saturatedMultiply,87.5,4
1,MCDC,saturatedSubtract,100.0,1
2,MCDC,saturatedSubtract,100.0,1
3,MCDC,saturatedSubtract,100.0,1
4,MCDC,saturatedSubtract,100.0,1
5,MCDC,saturatedSubtract,100.0,1
6,MCDC,saturatedSubtract,100.0,1
7,MCDC,saturatedSubtract,100.0,1
8,MCDC,saturatedSubtract,100.0,1
9,MCDC,saturatedSubtract,100.0,1
10,MCDC,saturatedSubtract,100.0,1
1,MCDC,set32x64Bits,100.0,0
2,MCDC,set32x64Bits,100.0,0
3,MCDC,set32x64Bits,100.0,0
4,MCDC,set32x64Bits,100.0,0
5,MCDC,set32x64Bits,100.0,0
6,MCDC,set32x64Bits,100.0,0
7,MCDC,set32x64Bits,100.0,0
8,MCDC,set32x64Bits,100.0,0
9,MCDC,set32x64Bits,100.0,0
10,MCDC,set32x64Bits,100.0,0
1,MCDC,slide,5.0,0
2,MCDC,slide,5.0,0
3,MCDC,slide,5.0,0
4,MCDC,slide,5.0,0
5,MCDC,slide,5.0,0
6,MCDC,slide,5.0,0
7,MCDC,slide,5.0,0
8,MCDC,slide,5.0,0
9,MCDC,slide,5.0,0
10,MCDC,slide,5.0,0
1,MCDC,stickyRound,75.0,1
2,MCDC,stickyRound,75.0,1
3,MCDC,stickyRound,75.0,1
4,MCDC,stickyRound,75.0,1
5,MCDC,stickyRound,75.0,1
6,MCDC,stickyRound,75.0,1
7,MCDC,stickyRound,75.0,1
8,MCDC,stickyRound,75.0,1
9,MCDC,stickyRound,75.0,1
10,MCDC,stickyRound,75.0,1
1,MCDC,subtractWithOverflowDefault,0.0,2
2,MCDC,subtractWithOverflowDefault,0.0,2
3,MCDC,subtractWithOverflowDefault,0.0,2
4,MCDC,subtractWithOverflowDefault,100.0,1
5,MCDC,subtractWithOverflowDefault,0.0,2
6,MCDC,subtractWithOverflowDefault,0.0,2
7,MCDC,subtractWithOverflowDefault,0.0,2
8,MCDC,subtractWithOverflowDefault,100.0,1
9,MCDC,subtractWithOverflowDefault,0.0,2
1,MCDC,tableSize,50.0,1
2,MCDC,tableSize,50.0,1
3,MCDC,tableSize,50.0,1
4,MCDC,tableSize,50.0,1
5,MCDC,tableSize,50.0,1
6,MCDC,tableSize,50.0,1
7,MCDC,tableSize,50.0,1
8,MCDC,tableSize,50.0,1
9,MCDC,tableSize,50.0,1
10,MCDC,tableSize,50.0,1
1,MCDC,toCompactValue,100.0,3
2,MCDC,toCompactValue,100.0,3
3,MCDC,toCompactValue,100.0,3
4,MCDC,toCompactValue,100.0,3
5,MCDC,toCompactValue,100.0,3
6,MCDC,toCompactValue,100.0,3
7,MCDC,toCompactValue,100.0,3
8,MCDC,toCompactValue,100.0,3
9,MCDC,toCompactValue,100.0,3
10,MCDC,toCompactValue,100.0,3
